Postcode, Earliest Achieveable Weekday Del Time, Saturday, Depot, Area
AB10,16:00,-,296,13
AB11,16:00,-,296,13
AB12,16:00,-,296,13
AB13,16:00,-,296,13
AB14,16:00,-,296,13
AB15,16:00,-,296,13
AB16,16:00,-,296,13
AB21,16:00,-,296,13
AB22,16:00,-,296,13
AB23,16:00,-,296,13
AB24,16:00,-,296,13
AB25,16:00,-,296,13
AB30,2 days,-,296,13
AB31,2 days,-,296,13
AB32,2 days,-,296,13
AB33,2 days,-,296,13
AB34,2 days,-,296,13
AB35,2 days,-,296,13
AB36,2 days,-,97,13
AB37,2 days,-,97,8
AB38,2 days,-,97,8
AB39,2 days,-,296,13
AB41,2 days,-,296,13
AB42,2 days,-,296,13
AB43,2 days,-,296,8
AB44,2 days,-,97,8
AB45,2 days,-,97,8
AB51,2 days,-,296,13
AB52,2 days,-,296,13
AB53,2 days,-,296,13
AB54,2 days,-,296,13
AB55,2 days,-,97,8
AB56,2 days,-,97,8
AL1 ,10:30,10:30,21,0
AL2 ,10:30,10:30,21,0
AL3 ,10:30,10:30,21,0
AL4 ,10:30,10:30,21,0
AL5 ,10:30,10:30,21,0
AL6 ,10:30,10:30,31,0
AL7 ,10:30,10:30,31,0
AL8 ,10:30,10:30,31,0
AL9 ,10:30,10:30,31,0
AL10,10:30,10:30,31,0
B1  ,10:30,10:30,42,0
B2  ,10:30,10:30,42,0
B3  ,10:30,10:30,42,0
B4  ,10:30,10:30,42,0
B5  ,10:30,10:30,42,0
B6  ,10:30,10:30,42,0
B7  ,10:30,10:30,42,0
B8  ,10:30,10:30,42,0
B9  ,10:30,10:30,42,0
B10 ,10:30,10:30,42,0
B11 ,10:30,10:30,42,0
B12 ,10:30,10:30,42,0
B13 ,10:30,10:30,42,0
B14 ,10:30,10:30,42,0
B15 ,10:30,10:30,42,0
B16 ,10:30,10:30,42,0
B17 ,10:30,10:30,42,0
B18 ,10:30,10:30,42,0
B19 ,10:30,10:30,42,0
B20 ,10:30,10:30,42,0
B21 ,10:30,10:30,42,0
B23 ,10:30,10:30,42,0
B24 ,10:30,10:30,42,0
B25 ,10:30,10:30,42,0
B26 ,10:30,10:30,42,0
B27 ,10:30,10:30,42,0
B28 ,10:30,10:30,42,0
B29 ,10:30,10:30,42,0
B30 ,10:30,10:30,42,0
B31 ,10:30,10:30,42,0
B32 ,10:30,10:30,42,0
B33 ,10:30,10:30,42,0
B34 ,10:30,10:30,42,0
B35 ,10:30,10:30,42,0
B36 ,10:30,10:30,42,0
B37 ,10:30,10:30,42,0
B38 ,10:30,10:30,50,0
B40 ,10:30,10:30,42,0
B42 ,10:30,10:30,42,0
B43 ,10:30,10:30,42,0
B44 ,10:30,10:30,42,0
B45 ,10:30,10:30,50,0
B46 ,10:30,10:30,42,0
B47 ,10:30,10:30,50,0
B48 ,10:30,10:30,50,0
B49 ,10:30,10:30,50,0
B50 ,10:30,10:30,50,0
B60 ,10:30,10:30,50,0
B61 ,10:30,10:30,50,0
B62 ,10:30,10:30,42,0
B63 ,10:30,10:30,42,0
B64 ,10:30,10:30,87,0
B65 ,10:30,10:30,87,0
B66 ,10:30,10:30,42,0
B67 ,10:30,10:30,42,0
B68 ,10:30,10:30,42,0
B69 ,10:30,10:30,42,0
B70 ,10:30,10:30,42,0
B71 ,10:30,10:30,42,0
B72 ,10:30,10:30,42,0
B73 ,10:30,10:30,42,0
B74 ,10:30,10:30,42,0
B75 ,10:30,10:30,42,0
B76 ,10:30,10:30,42,0
B77 ,10:30,10:30,42,0
B78 ,10:30,10:30,42,0
B79 ,10:30,10:30,42,0
B80 ,10:30,10:30,50,0
B90 ,10:30,10:30,42,0
B91 ,10:30,10:30,42,0
B92 ,10:30,10:30,42,0
B93 ,10:30,10:30,50,0
B94 ,10:30,10:30,50,0
B95 ,10:30,10:30,50,0
B96 ,10:30,10:30,50,0
B97 ,10:30,10:30,50,0
B98 ,10:30,10:30,50,0
BA1 ,10:30,10:30,93,0
BA2 ,10:30,10:30,93,0
BA3 ,10:30,10:30,93,0
BA4 ,10:30,10:30,93,0
BA5 ,10:30,10:30,93,0
BA6 ,10:30,10:30,93,0
BA7 ,10:30,10:30,93,0
BA8 ,10:30,10:30,93,0
BA9 ,10:30,10:30,93,0
BA10,10:30,10:30,93,0
BA11,10:30,10:30,93,0
BA12,10:30,10:30,93,0
BA13,10:30,10:30,93,0
BA14,10:30,10:30,93,0
BA15,10:30,10:30,93,0
BA16,10:30,10:30,93,0
BA20,10:30,10:30,93,0
BA21,10:30,10:30,93,0
BA22,10:30,10:30,93,0
BB1 ,10:30,10:30,56,0
BB2 ,10:30,10:30,56,0
BB3 ,10:30,10:30,56,0
BB4 ,10:30,10:30,56,0
BB5 ,10:30,10:30,56,0
BB6 ,10:30,10:30,56,0
BB7 ,10:30,10:30,56,0
BB8 ,10:30,10:30,56,0
BB9 ,10:30,10:30,56,0
BB10,10:30,10:30,56,0
BB11,10:30,10:30,56,0
BB12,10:30,10:30,56,0
BB18,10:30,10:30,56,0
BB94,10:30,10:30,56,0
BD1 ,10:30,10:30,57,0
BD2 ,10:30,10:30,57,0
BD3 ,10:30,10:30,57,0
BD4 ,10:30,10:30,57,0
BD5 ,10:30,10:30,57,0
BD6 ,10:30,10:30,57,0
BD7 ,10:30,10:30,57,0
BD8 ,10:30,10:30,57,0
BD9 ,10:30,10:30,57,0
BD10,10:30,10:30,57,0
BD11,10:30,10:30,57,0
BD12,10:30,10:30,57,0
BD13,10:30,10:30,257,0
BD14,10:30,10:30,257,0
BD15,10:30,10:30,257,0
BD16,10:30,10:30,257,0
BD17,10:30,10:30,257,0
BD18,10:30,10:30,257,0
BD19,10:30,10:30,57,0
BD20,10:30,10:30,257,0
BD21,10:30,10:30,257,0
BD22,10:30,10:30,257,0
BD23,10:30,10:30,257,0
BD24,10:30,10:30,257,0
BD97,10:30,10:30,257,0
BD98,10:30,10:30,257,0
BD99,10:30,10:30,57,0
BH1 ,10:30,10:30,299,0
BH2 ,10:30,10:30,299,0
BH3 ,10:30,10:30,299,0
BH4 ,10:30,10:30,299,0
BH5 ,10:30,10:30,299,0
BH6 ,10:30,10:30,299,0
BH7 ,10:30,10:30,299,0
BH8 ,10:30,10:30,299,0
BH9 ,10:30,10:30,299,0
BH10,10:30,10:30,299,0
BH11,10:30,10:30,299,0
BH12,10:30,10:30,299,0
BH13,10:30,10:30,299,0
BH14,10:30,10:30,299,0
BH15,10:30,10:30,299,0
BH16,10:30,10:30,299,0
BH17,10:30,10:30,299,0
BH18,10:30,10:30,299,0
BH19,16:00,16:00,299,0
BH20,16:00,16:00,299,0
BH21,10:30,10:30,299,0
BH22,10:30,10:30,299,0
BH23,10:30,10:30,299,0
BH24,10:30,10:30,299,0
BH25,10:30,10:30,299,0
BH31,10:30,10:30,299,0
BL0 ,10:30,10:30,80,0
BL1 ,10:30,10:30,80,0
BL2 ,10:30,10:30,80,0
BL3 ,10:30,10:30,80,0
BL4 ,10:30,10:30,80,0
BL5 ,10:30,10:30,80,0
BL6 ,10:30,10:30,80,0
BL7 ,10:30,10:30,80,0
BL8 ,10:30,10:30,80,0
BL9 ,10:30,10:30,80,0
BL11,10:30,10:30,80,0
BL78,10:30,10:30,80,0
BN1 ,10:30,10:30,207,0
BN2 ,10:30,10:30,207,0
BN3 ,10:30,10:30,207,0
BN5 ,10:30,10:30,207,0
BN6 ,10:30,10:30,207,0
BN7 ,10:30,10:30,207,0
BN8 ,10:30,10:30,207,0
BN9 ,10:30,10:30,207,0
BN10,10:30,10:30,207,0
BN11,10:30,10:30,207,0
BN12,10:30,10:30,207,0
BN13,10:30,10:30,207,0
BN14,10:30,10:30,207,0
BN15,10:30,10:30,207,0
BN16,10:30,10:30,207,0
BN17,10:30,10:30,207,0
BN18,10:30,10:30,207,0
BN20,10:30,10:30,207,0
BN21,10:30,10:30,207,0
BN22,10:30,10:30,207,0
BN23,10:30,10:30,207,0
BN24,10:30,10:30,207,0
BN25,10:30,10:30,207,0
BN26,10:30,10:30,207,0
BN27,10:30,10:30,207,0
BN41,10:30,10:30,207,0
BN42,10:30,10:30,207,0
BN43,10:30,10:30,207,0
BN44,10:30,10:30,207,0
BN45,10:30,10:30,207,0
BN88,10:30,10:30,207,0
BN99,10:30,10:30,207,0
BR1 ,10:30,10:30,89,0
BR2 ,10:30,10:30,89,0
BR3 ,10:30,10:30,89,0
BR4 ,10:30,10:30,89,0
BR5 ,10:30,10:30,89,0
BR6 ,10:30,10:30,89,0
BR7 ,10:30,10:30,89,0
BR8 ,10:30,10:30,89,0
BS1 ,10:30,10:30,8,0
BS2 ,10:30,10:30,8,0
BS3 ,10:30,10:30,8,0
BS4 ,10:30,10:30,8,0
BS5 ,10:30,10:30,8,0
BS6 ,10:30,10:30,8,0
BS7 ,10:30,10:30,8,0
BS8 ,10:30,10:30,8,0
BS9 ,10:30,10:30,8,0
BS10,10:30,10:30,8,0
BS11,10:30,10:30,8,0
BS12,10:30,10:30,8,0
BS13,10:30,10:30,8,0
BS14,10:30,10:30,8,0
BS15,10:30,10:30,8,0
BS16,10:30,10:30,8,0
BS17,10:30,10:30,8,0
BS18,10:30,10:30,8,0
BS19,10:30,10:30,8,0
BS20,10:30,10:30,8,0
BS21,10:30,10:30,8,0
BS22,10:30,10:30,8,0
BS23,10:30,10:30,8,0
BS24,10:30,10:30,8,0
BS25,10:30,10:30,8,0
BS26,10:30,10:30,8,0
BS27,10:30,10:30,8,0
BS28,10:30,10:30,8,0
BS29,10:30,10:30,8,0
BS30,10:30,10:30,8,0
BS31,10:30,10:30,8,0
BS32,10:30,10:30,8,0
BS34,10:30,10:30,8,0
BS35,10:30,10:30,8,0
BS36,10:30,10:30,8,0
BS37,10:30,10:30,8,0
BS39,10:30,10:30,8,0
BS40,10:30,10:30,8,0
BS41,10:30,10:30,8,0
BS48,10:30,10:30,8,0
BS49,10:30,10:30,8,0
BS98,10:30,10:30,8,0
BS99,10:30,10:30,8,0
BT1 ,2 days,-,167,34
BT2 ,2 days,-,167,34
BT3 ,2 days,-,167,34
BT4 ,2 days,-,167,34
BT5 ,2 days,-,167,34
BT6 ,2 days,-,167,34
BT7 ,2 days,-,167,34
BT8 ,2 days,-,167,34
BT9 ,2 days,-,167,34
BT10,2 days,-,167,34
BT11,2 days,-,167,34
BT12,2 days,-,167,34
BT13,2 days,-,167,34
BT14,2 days,-,167,34
BT15,3 days,-,167,34
BT16,2 days,-,167,34
BT17,2 days,-,167,34
BT18,3 days,-,167,34
BT19,3 days,-,167,34
BT20,3 days,-,167,34
BT21,3 days,-,167,34
BT22,3 days,-,167,34
BT23,3 days,-,167,34
BT24,3 days,-,167,34
BT25,3 days,-,167,34
BT26,3 days,-,167,34
BT27,3 days,-,167,34
BT28,3 days,-,167,34
BT29,3 days,-,167,34
BT30,3 days,-,167,34
BT31,3 days,-,167,34
BT32,3 days,-,167,34
BT33,3 days,-,167,34
BT34,3 days,-,167,34
BT35,3 days,-,167,34
BT36,3 days,-,167,34
BT37,3 days,-,167,34
BT38,3 days,-,167,34
BT39,3 days,-,167,34
BT40,3 days,-,167,34
BT41,3 days,-,167,34
BT42,3 days,-,167,34
BT43,3 days,-,167,34
BT44,3 days,-,167,34
BT45,3 days,-,167,34
BT46,3 days,-,167,34
BT47,3 days,-,167,34
BT48,3 days,-,167,34
BT49,3 days,-,167,34
BT51,3 days,-,167,34
BT52,3 days,-,167,34
BT53,3 days,-,167,34
BT54,3 days,-,167,34
BT55,3 days,-,167,34
BT56,3 days,-,167,34
BT57,3 days,-,167,34
BT60,3 days,-,167,34
BT61,3 days,-,167,34
BT62,3 days,-,167,34
BT63,3 days,-,167,34
BT64,3 days,-,167,34
BT65,3 days,-,167,34
BT66,3 days,-,167,34
BT67,3 days,-,167,34
BT68,3 days,-,167,34
BT69,3 days,-,167,34
BT70,3 days,-,167,34
BT71,3 days,-,167,34
BT74,3 days,-,167,34
BT75,3 days,-,167,34
BT76,3 days,-,167,34
BT77,3 days,-,167,34
BT78,3 days,-,167,34
BT79,3 days,-,167,34
BT80,3 days,-,167,34
BT81,3 days,-,167,34
BT82,3 days,-,167,34
BT92,3 days,-,167,34
BT93,3 days,-,167,34
BT94,3 days,-,167,34
CA1 ,10:30,10:30,58,0
CA2 ,10:30,10:30,58,0
CA3 ,10:30,10:30,58,0
CA4 ,10:30,10:30,58,0
CA5 ,10:30,10:30,58,0
CA6 ,12:00,12:00,58,0
CA7 ,16:00,-,58,0
CA8 ,16:00,-,58,0
CA9 ,16:00,-,58,0
CA10,10:30,10:30,58,0
CA11,10:30,10:30,58,0
CA12,10:30,10:30,58,0
CA13,10:30,10:30,58,0
CA14,10:30,10:30,58,0
CA15,12:00,12:00,58,0
CA16,10:30,10:30,58,0
CA17,16:00,-,58,0
CA18,16:00,-,58,0
CA19,16:00,-,58,0
CA20,16:00,-,58,0
CA21,16:00,-,58,0
CA22,12:00,12:00,58,0
CA23,12:00,12:00,58,0
CA24,12:00,12:00,58,0
CA25,12:00,12:00,58,0
CA26,12:00,12:00,58,0
CA27,12:00,12:00,58,0
CA28,10:30,10:30,58,0
CB1 ,10:30,10:30,32,0
CB2 ,10:30,10:30,32,0
CB3 ,10:30,10:30,32,0
CB4 ,10:30,10:30,32,0
CB5 ,10:30,10:30,32,0
CB6 ,10:30,10:30,32,0
CB7 ,10:30,10:30,32,0
CB8 ,10:30,10:30,32,0
CB9 ,10:30,10:30,32,0
CB10,10:30,10:30,32,0
CB11,10:30,10:30,32,0
CB21,10:30,10:30,32,0
CB22,10:30,10:30,32,0
CB23,10:30,10:30,32,0
CB24,10:30,10:30,32,0
CB25,10:30,10:30,32,0
CF3 ,10:30,10:30,78,0
CF5 ,10:30,10:30,78,0
CF10,10:30,10:30,78,0
CF11,10:30,10:30,78,0
CF14,10:30,10:30,78,0
CF15,10:30,10:30,78,0
CF23,10:30,10:30,78,0
CF24,10:30,10:30,78,0
CF31,10:30,10:30,78,0
CF32,10:30,10:30,78,0
CF33,10:30,10:30,78,0
CF34,10:30,10:30,78,0
CF35,10:30,10:30,78,0
CF36,10:30,10:30,78,0
CF37,10:30,10:30,78,0
CF38,10:30,10:30,78,0
CF39,10:30,10:30,78,0
CF40,10:30,10:30,78,0
CF41,10:30,10:30,78,0
CF42,10:30,10:30,78,0
CF43,10:30,10:30,78,0
CF44,10:30,10:30,78,0
CF45,10:30,10:30,78,0
CF46,10:30,10:30,78,0
CF47,10:30,10:30,78,0
CF48,10:30,10:30,78,0
CF61,10:30,10:30,78,0
CF62,10:30,10:30,78,0
CF63,10:30,10:30,78,0
CF64,10:30,10:30,78,0
CF71,10:30,10:30,78,0
CF72,10:30,10:30,78,0
CF81,10:30,10:30,78,0
CF82,10:30,10:30,78,0
CF83,10:30,10:30,78,0
CF91,10:30,10:30,78,0
CF99,10:30,10:30,78,0
CH1 ,10:30,10:30,82,0
CH2 ,10:30,10:30,82,0
CH3 ,10:30,10:30,82,0
CH4 ,10:30,10:30,82,0
CH5 ,10:30,10:30,82,0
CH6 ,10:30,10:30,82,0
CH7 ,10:30,10:30,82,0
CH8 ,10:30,10:30,82,0
CH41,10:30,10:30,82,0
CH42,10:30,10:30,82,0
CH43,10:30,10:30,82,0
CH44,10:30,10:30,82,0
CH45,10:30,10:30,82,0
CH46,10:30,10:30,82,0
CH47,10:30,10:30,82,0
CH48,10:30,10:30,82,0
CH49,10:30,10:30,82,0
CH60,10:30,10:30,82,0
CH61,10:30,10:30,82,0
CH62,10:30,10:30,82,0
CH63,10:30,10:30,82,0
CH64,10:30,10:30,82,0
CH65,10:30,10:30,82,0
CH66,10:30,10:30,82,0
CH88,10:30,10:30,82,0
CH99,10:30,10:30,82,0
CM0 ,10:30,10:30,233,0
CM1 ,10:30,10:30,233,0
CM2 ,10:30,10:30,233,0
CM3 ,10:30,10:30,233,0
CM4 ,10:30,10:30,33,0
CM5 ,10:30,10:30,33,0
CM6 ,10:30,10:30,233,0
CM7 ,10:30,10:30,233,0
CM8 ,10:30,10:30,233,0
CM9 ,10:30,10:30,233,0
CM11,10:30,10:30,33,0
CM12,10:30,10:30,33,0
CM13,10:30,10:30,33,0
CM14,10:30,10:30,33,0
CM15,10:30,10:30,33,0
CM16,10:30,10:30,33,0
CM17,10:30,10:30,33,0
CM18,10:30,10:30,33,0
CM19,10:30,10:30,33,0
CM20,10:30,10:30,33,0
CM21,10:30,10:30,33,0
CM22,10:30,10:30,33,0
CM23,10:30,10:30,33,0
CM24,10:30,10:30,33,0
CM77,10:30,10:30,233,0
CM92,10:30,10:30,33,0
CM98,10:30,10:30,33,0
CM99,10:30,10:30,33,0
CO1 ,10:30,10:30,20,0
CO2 ,10:30,10:30,20,0
CO3 ,10:30,10:30,20,0
CO4 ,10:30,10:30,20,0
CO5 ,10:30,10:30,20,0
CO6 ,10:30,10:30,20,0
CO7 ,10:30,10:30,20,0
CO8 ,10:30,10:30,20,0
CO9 ,10:30,10:30,20,0
CO10,10:30,10:30,20,0
CO11,10:30,10:30,20,0
CO12,10:30,10:30,20,0
CO13,10:30,10:30,20,0
CO14,10:30,10:30,20,0
CO15,10:30,10:30,20,0
CO16,10:30,10:30,20,0
CR0 ,10:30,10:30,89,0
CR2 ,10:30,10:30,89,0
CR3 ,10:30,10:30,89,0
CR4 ,10:30,10:30,89,0
CR5 ,10:30,10:30,89,0
CR6 ,10:30,10:30,89,0
CR7 ,10:30,10:30,89,0
CR8 ,10:30,10:30,89,0
CR9 ,10:30,10:30,89,0
CT1 ,10:30,10:30,13,0
CT2 ,10:30,10:30,13,0
CT3 ,10:30,10:30,13,0
CT4 ,10:30,10:30,13,0
CT5 ,10:30,10:30,13,0
CT6 ,10:30,10:30,13,0
CT7 ,10:30,10:30,13,0
CT8 ,10:30,10:30,13,0
CT9 ,10:30,10:30,13,0
CT10,10:30,10:30,13,0
CT11,10:30,10:30,13,0
CT12,10:30,10:30,13,0
CT13,10:30,10:30,13,0
CT14,10:30,10:30,13,0
CT15,10:30,10:30,13,0
CT16,10:30,10:30,13,0
CT17,10:30,10:30,13,0
CT18,10:30,10:30,13,0
CT19,10:30,10:30,13,0
CT20,10:30,10:30,13,0
CT21,10:30,10:30,13,0
CV1 ,10:30,10:30,28,0
CV2 ,10:30,10:30,28,0
CV3 ,10:30,10:30,28,0
CV4 ,10:30,10:30,28,0
CV5 ,10:30,10:30,28,0
CV6 ,10:30,10:30,28,0
CV7 ,10:30,10:30,28,0
CV8 ,10:30,10:30,28,0
CV9 ,10:30,10:30,28,0
CV10,10:30,10:30,28,0
CV11,10:30,10:30,28,0
CV12,10:30,10:30,28,0
CV13,10:30,10:30,28,0
CV21,10:30,10:30,28,0
CV22,10:30,10:30,28,0
CV23,10:30,10:30,28,0
CV31,10:30,10:30,28,0
CV32,10:30,10:30,28,0
CV33,10:30,10:30,28,0
CV34,10:30,10:30,28,0
CV35,10:30,10:30,28,0
CV36,10:30,10:30,28,0
CV37,10:30,10:30,28,0
CV47,10:30,10:30,28,0
CW1 ,10:30,10:30,46,0
CW2 ,10:30,10:30,46,0
CW3 ,10:30,10:30,46,0
CW4 ,10:30,10:30,46,0
CW5 ,10:30,10:30,46,0
CW6 ,10:30,10:30,46,0
CW7 ,10:30,10:30,46,0
CW8 ,10:30,10:30,46,0
CW9 ,10:30,10:30,46,0
CW10,10:30,10:30,46,0
CW11,10:30,10:30,46,0
CW12,10:30,10:30,46,0
DA1 ,10:30,10:30,91,0
DA2 ,10:30,10:30,91,0
DA3 ,10:30,10:30,91,0
DA4 ,10:30,10:30,91,0
DA5 ,10:30,10:30,91,0
DA6 ,10:30,10:30,91,0
DA7 ,10:30,10:30,91,0
DA8 ,10:30,10:30,91,0
DA9 ,10:30,10:30,91,0
DA10,10:30,10:30,91,0
DA11,10:30,10:30,91,0
DA12,10:30,10:30,91,0
DA13,10:30,10:30,91,0
DA14,10:30,10:30,91,0
DA15,10:30,10:30,91,0
DA16,10:30,10:30,91,0
DA17,10:30,10:30,91,0
DA18,10:30,10:30,91,0
DD1 ,12:00,12:00,651,17
DD2 ,16:00,-,651,17
DD3 ,16:00,-,651,17
DD4 ,16:00,-,651,17
DD5 ,16:00,-,651,17
DD6 ,16:00,-,651,17
DD7 ,16:00,-,651,17
DD8 ,16:00,-,651,13
DD9 ,16:00,-,651,13
DD10,16:00,-,651,13
DD11,16:00,-,651,13
DE1 ,10:30,10:30,77,0
DE2 ,10:30,10:30,77,0
DE3 ,10:30,10:30,77,0
DE4 ,10:30,10:30,77,0
DE5 ,10:30,10:30,77,0
DE6 ,10:30,10:30,77,0
DE7 ,10:30,10:30,77,0
DE11,10:30,10:30,77,0
DE12,10:30,10:30,77,0
DE13,10:30,10:30,77,0
DE14,10:30,10:30,77,0
DE15,10:30,10:30,77,0
DE21,10:30,10:30,77,0
DE22,10:30,10:30,77,0
DE23,10:30,10:30,77,0
DE24,10:30,10:30,77,0
DE45,10:30,10:30,77,0
DE55,10:30,10:30,77,0
DE56,10:30,10:30,77,0
DE65,10:30,10:30,77,0
DE72,10:30,10:30,77,0
DE73,10:30,10:30,77,0
DE74,10:30,10:30,77,0
DE75,10:30,10:30,77,0
DE99,10:30,10:30,77,0
DG1 ,16:00,12:00,74,15
DG2 ,16:00,12:00,74,15
DG3 ,16:00,12:00,74,15
DG4 ,16:00,12:00,74,15
DG5 ,16:00,12:00,74,15
DG6 ,16:00,12:00,74,15
DG7 ,16:00,12:00,74,15
DG8 ,16:00,12:00,74,15
DG9 ,16:00,12:00,74,15
DG10,16:00,12:00,74,15
DG11,16:00,12:00,74,15
DG12,16:00,12:00,74,15
DG13,16:00,12:00,74,15
DG14,16:00,12:00,74,15
DG16,16:00,12:00,74,15
DH1 ,10:30,10:30,60,0
DH2 ,10:30,10:30,60,0
DH3 ,10:30,10:30,60,0
DH4 ,10:30,10:30,60,0
DH5 ,10:30,10:30,60,0
DH6 ,10:30,10:30,60,0
DH7 ,10:30,10:30,60,0
DH8 ,10:30,10:30,60,0
DH9 ,10:30,10:30,60,0
DH97,10:30,10:30,60,0
DH98,10:30,10:30,60,0
DH99,10:30,10:30,60,0
DL1 ,10:30,10:30,90,0
DL2 ,10:30,10:30,90,0
DL3 ,10:30,10:30,90,0
DL4 ,10:30,10:30,90,0
DL5 ,10:30,10:30,90,0
DL6 ,10:30,10:30,90,0
DL7 ,10:30,10:30,90,0
DL8 ,10:30,10:30,90,0
DL9 ,10:30,10:30,90,0
DL10,10:30,10:30,90,0
DL11,10:30,10:30,90,0
DL12,10:30,10:30,90,0
DL13,10:30,10:30,90,0
DL14,10:30,10:30,90,0
DL15,10:30,10:30,90,0
DL16,10:30,10:30,90,0
DL17,10:30,10:30,90,0
DN1 ,10:30,10:30,49,0
DN2 ,10:30,10:30,49,0
DN3 ,10:30,10:30,49,0
DN4 ,10:30,10:30,49,0
DN5 ,10:30,10:30,49,0
DN6 ,10:30,10:30,49,0
DN7 ,10:30,10:30,49,0
DN8 ,10:30,10:30,49,0
DN9 ,10:30,10:30,49,0
DN10,10:30,10:30,49,0
DN11,10:30,10:30,49,0
DN12,10:30,10:30,49,0
DN14,10:30,10:30,49,0
DN15,10:30,10:30,49,0
DN16,10:30,10:30,49,0
DN17,10:30,10:30,49,0
DN18,10:30,10:30,49,0
DN19,10:30,10:30,49,0
DN20,10:30,10:30,49,0
DN21,10:30,10:30,49,0
DN22,10:30,10:30,49,0
DN31,10:30,10:30,49,0
DN32,10:30,10:30,49,0
DN33,10:30,10:30,49,0
DN34,10:30,10:30,49,0
DN35,10:30,10:30,49,0
DN36,10:30,10:30,49,0
DN37,10:30,10:30,49,0
DN38,10:30,10:30,49,0
DN39,10:30,10:30,49,0
DN40,10:30,10:30,49,0
DN41,10:30,10:30,49,0
DT1 ,16:00,16:00,299,0
DT2 ,16:00,16:00,299,0
DT3 ,16:00,16:00,299,0
DT4 ,16:00,16:00,299,0
DT5 ,16:00,16:00,299,0
DT6 ,16:00,16:00,2,0
DT7 ,10:30,10:30,2,0
DT8 ,16:00,16:00,2,0
DT9 ,16:00,16:00,299,0
DT10,16:00,16:00,299,0
DT11,16:00,16:00,299,0
DY1 ,10:30,10:30,87,0
DY2 ,10:30,10:30,87,0
DY3 ,10:30,10:30,87,0
DY4 ,10:30,10:30,87,0
DY5 ,10:30,10:30,87,0
DY6 ,10:30,10:30,87,0
DY7 ,10:30,10:30,87,0
DY8 ,10:30,10:30,87,0
DY9 ,10:30,10:30,87,0
DY10,10:30,10:30,87,0
DY11,10:30,10:30,87,0
DY12,10:30,10:30,87,0
DY13,10:30,10:30,87,0
DY14,10:30,10:30,87,0
E1  ,10:30,10:30,64,0
E2  ,10:30,10:30,64,0
E3  ,10:30,10:30,64,0
E4  ,10:30,10:30,19,0
E5  ,10:30,10:30,64,0
E6  ,10:30,10:30,64,0
E7  ,10:30,10:30,64,0
E8  ,10:30,10:30,64,0
E9  ,10:30,10:30,64,0
E10 ,10:30,10:30,64,0
E11 ,10:30,10:30,64,0
E12 ,10:30,10:30,64,0
E13 ,10:30,10:30,64,0
E14 ,10:30,10:30,64,0
E15 ,10:30,10:30,64,0
E16 ,10:30,10:30,64,0
E17 ,10:30,10:30,19,0
E18 ,10:30,10:30,19,0
E1W ,10:30,10:30,64,0
E20 ,10:30,10:30,64,0
E22 ,10:30,10:30,64,0
E98 ,10:30,10:30,64,0
EC1A,10:30,10:30,64,0
EC1M,10:30,10:30,64,0
EC1N,10:30,10:30,64,0
EC1P,10:30,10:30,64,0
EC1R,10:30,10:30,64,0
EC1V,10:30,10:30,64,0
EC1Y,10:30,10:30,64,0
EC2A,10:30,10:30,64,0
EC2M,10:30,10:30,64,0
EC2N,10:30,10:30,64,0
EC2P,10:30,10:30,64,0
EC2R,10:30,10:30,64,0
EC2V,10:30,10:30,64,0
EC2Y,10:30,10:30,64,0
EC3A,10:30,10:30,64,0
EC3M,10:30,10:30,64,0
EC3N,10:30,10:30,64,0
EC3P,10:30,10:30,64,0
EC3R,10:30,10:30,64,0
EC3V,10:30,10:30,64,0
EC4A,10:30,10:30,64,0
EC4M,10:30,10:30,64,0
EC4N,10:30,10:30,64,0
EC4P,10:30,10:30,64,0
EC4R,10:30,10:30,64,0
EC4V,10:30,10:30,64,0
EC4Y,10:30,10:30,64,0
EC88,10:30,10:30,64,0
EH1 ,10:30,10:30,175,17
EH2 ,10:30,10:30,175,17
EH3 ,10:30,10:30,175,17
EH4 ,10:30,10:30,175,17
EH5 ,10:30,10:30,175,17
EH6 ,10:30,10:30,175,17
EH7 ,10:30,10:30,175,17
EH8 ,10:30,10:30,175,17
EH9 ,10:30,10:30,175,17
EH10,10:30,10:30,175,17
EH11,10:30,10:30,175,17
EH12,10:30,10:30,175,17
EH13,10:30,10:30,175,17
EH14,10:30,10:30,175,17
EH15,10:30,10:30,175,17
EH16,10:30,10:30,175,17
EH17,10:30,10:30,175,17
EH18,10:30,10:30,175,17
EH19,10:30,10:30,175,17
EH20,10:30,10:30,175,17
EH21,10:30,10:30,175,17
EH22,10:30,10:30,175,17
EH23,12:00,12:00,175,17
EH24,12:00,12:00,175,17
EH25,12:00,12:00,175,17
EH26,10:30,10:30,175,17
EH27,10:30,10:30,175,17
EH28,10:30,10:30,175,17
EH29,10:30,10:30,175,17
EH30,10:30,10:30,175,17
EH31,12:00,12:00,175,17
EH32,12:00,12:00,175,17
EH33,12:00,12:00,175,17
EH34,12:00,12:00,175,17
EH35,12:00,12:00,175,17
EH36,12:00,12:00,175,17
EH37,12:00,12:00,175,17
EH38,12:00,12:00,175,17
EH39,12:00,12:00,175,17
EH40,12:00,12:00,175,17
EH41,12:00,12:00,175,17
EH42,12:00,12:00,175,17
EH43,16:00,-,175,17
EH44,16:00,-,175,17
EH45,16:00,-,175,17
EH46,12:00,12:00,175,17
